,year,property_type,Electricity,Gas,Greenhouse Gas
33,2015,Medical Office,81476.35151271937,44432.2743859176,18.73100835475936
34,2015,Mixed Use Property,55826.38137491659,51852.807362577056,13.99454926290315
35,2015,Movie Theater,117536.14479578286,51630.186917529594,26.35488621841414
36,2015,Multifamily Housing,27419.778765068997,54834.241779089105,8.432468567708716
37,2015,Museum,69947.75406886643,89773.97318233318,18.814379886816116
38,2015,Office,49965.81384183829,33039.34979236853,11.96635557627404
39,2015,Other,57889.88512786388,32663.153297935594,13.366151224062655
40,2015,Other - Education,69237.19230769231,5171.932692307692,14.182692307692308
41,2015,Other - Entertainment/Public Assembly,55758.269717475945,41496.320483097996,14.106231131900367
42,2015,Other - Lodging/Residential,82236.4909090909,34000.490909090906,18.327272727272728
43,2015,Other - Mall,94362.58151277257,34762.68892859456,20.80268287863771
44,2015,Other - Public Services,58989.14103296227,69942.71153245114,15.562925226832045
45,2015,Other - Recreation,34364.54833224287,69892.1583182787,10.616435392502632
46,2015,Other - Services,28523.474646716542,129571.22194513715,12.618453865336658
47,2015,Other - Specialty Hospital,47096.105973668295,93037.45955711321,14.400577479774785
48,2015,Outpatient Rehabilitation/Physical Therapy,81600.87411727122,78857.34618959125,20.583851017536546
49,2015,Performing Arts,69341.99705297027,1636688.482490268,101.23344967796349
50,2015,Pre-school/Daycare,29350.547285767796,37203.952388219135,7.872868776271798
51,2015,Prison/Incarceration,41214.35739017491,99385.5737722136,13.55943403492557
52,2015,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",7063.475,13206.849999999999,2.125
53,2015,Residence Hall/Dormitory,38295.054313214816,56033.38202793771,11.444879772558654
54,2015,Residential Care Facility,43635.527935584556,78618.85913381424,12.939859610609917
55,2015,Retail Store,59957.31173764114,137438.02270634784,19.262384348382728
56,2015,Senior Care Community,45869.62677609826,93396.51684204102,14.177484149192772
57,2015,Social/Meeting Hall,56975.72319702331,104049.7817337273,18.579992460997822
58,2015,Strip Mall,68472.82476169823,1236109.0769941446,79.4127630683104
59,2015,Supermarket/Grocery Store,155664.04361031606,116414.35595092461,37.45866409691256
60,2015,Urgent Care/Clinic/Other Outpatient,85926.13725490196,48334.39215686275,19.823529411764707
61,2015,Wholesale Club/Supercenter,95970.52895462546,59786.11197342234,22.457933490167775
62,2015,Worship Facility,27903.84047900651,51926.839610874136,8.36465828420945
63,2016,Adult Education,42375.626027391896,41730.10355512791,10.027241484937178
64,2016,Automobile Dealership,43439.30009191722,37764.02463829093,10.012798661764416
65,2016,Bank Branch,60264.56116779883,53595.207018788344,13.954787301270985
66,2016,College/University,52355.87230128911,55741.731446620186,13.01756695982704
67,2016,Convention Center,52535.15735993501,35255.387523629484,11.555927731321304
68,2016,Courthouse,45157.62502822088,39837.69337681627,10.439401299009386
69,2016,Enclosed Mall,84742.93913572785,68611.06745297271,20.084539465308744
70,2016,Financial Office,61182.18467074449,36393.222534775494,13.213843268520748
71,2016,Fitness Center/Health Club/Gym,55990.38402489251,80143.8638515626,14.940990763633431
72,2016,Hospital (General Medical & Surgical),91541.5749007167,135246.4056785915,24.302806364524887
73,2016,Hotel,55846.608471349304,62593.15809436423,13.977013777991473
74,2016,Indoor Arena,118368.85520833333,9344.742708333333,22.314270833333335
75,2016,K-12 School,29143.923434512304,51111.01905837916,8.103709867079639
76,2016,Laboratory,218108.13016974926,189290.5845337622,68.1885601119954
77,2016,Library,60240.869677015755,37287.85902224282,13.083805838739574
78,2016,Lifestyle Center,38723.10367860285,12820.837541950408,7.818252908018637
79,2016,Medical Office,73033.81374667888,37702.391830115084,15.467291165261285
80,2016,Mixed Use Property,52974.38306537765,50218.93711307247,12.430678741922108
81,2016,Movie Theater,111343.74223810186,51162.96602165602,23.240416920234768
82,2016,Multifamily Housing,24522.54620479982,55023.2759828617,7.4465677666828425
83,2016,Museum,63867.42033361748,67102.76204634727,15.339603118958275
84,2016,Office,51422.94217424412,30201.492906523887,11.253218596574184
85,2016,Other,51974.66508646986,32237.053122206795,11.29272932361163
86,2016,Other - Education,47933.715792041075,81414.77701706867,13.15986842010978
87,2016,Other - Entertainment/Public Assembly,47137.057110301364,38893.95033885973,11.291117785466861
88,2016,Other - Lodging/Residential,36287.05413120682,64422.25435865928,10.112006391356244
89,2016,Other - Mall,92094.97212249208,33361.3272533684,18.74687753562779
90,2016,Other - Public Services,91891.68430601755,120103.38927527468,23.31670194536841
91,2016,Other - Recreation,36988.375724263184,129459.9322664025,13.695585556772741
92,2016,Other - Services,28319.883624272654,84086.45719035745,9.685785536159601
93,2016,Other - Specialty Hospital,85123.79012342695,110881.54584420359,21.579758282077957
94,2016,Outpatient Rehabilitation/Physical Therapy,85669.14164751365,64308.836967577925,19.206179110886296
95,2016,Performing Arts,75803.82899379537,41035.5825856509,16.655705878623397
96,2016,Pre-school/Daycare,29050.68324015371,17538.488964110817,6.286503058973683
97,2016,Prison/Incarceration,38525.97831987135,69092.7510941722,10.770992658715818
98,2016,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",6571.77625,11895.42625,1.84375
99,2016,Residence Hall/Dormitory,38697.73256427796,38366.09997635407,10.20201166346873
100,2016,Residential Care Facility,45618.139519569675,87355.56486238226,13.048549626788718
101,2016,Retail Store,60002.45934972373,27813.320317048776,12.471571449889582
102,2016,Senior Care Community,38319.63193779386,75077.85816738482,11.051495648279609
103,2016,Social/Meeting Hall,53770.66659370858,104973.20492710272,17.327545325210668
104,2016,Strip Mall,61084.85910085186,37249.43818379854,13.238270386969464
105,2016,Supermarket/Grocery Store,157021.05157841783,111200.06927434288,34.84967645515969
106,2016,Urgent Care/Clinic/Other Outpatient,80078.90392156862,51342.72941176471,17.488235294117647
107,2016,Wholesale Club/Supercenter,93339.87557078573,63545.644513644766,20.587971229804445
108,2016,Worship Facility,24178.603169373266,506154.64362989744,31.34123466060154
109,2017,Adult Education,41036.42857354828,70728.78096573394,11.344159716243206
110,2017,Automobile Dealership,46818.41832948371,31858.284105169143,10.348678551951208
111,2017,Bank Branch,52382.05339407312,53802.361489936826,12.542813934700582
112,2017,College/University,47074.110610826065,49719.33808618287,11.67603352599574
113,2017,Convention Center,55973.16332467419,47039.92609027711,12.847660543973916
114,2017,Courthouse,32864.31728290804,34244.19334710974,7.89529669223475
115,2017,Enclosed Mall,88275.87287903417,131139.36219129767,23.88028497429273
116,2017,Financial Office,62964.282331983624,11062.147244836908,11.964384448221386
117,2017,Fitness Center/Health Club/Gym,67281.91691923377,90386.49727876503,17.580826421839834
118,2017,Hospital (General Medical & Surgical),84494.48989444562,196960.9377839824,26.310991450012068
119,2017,Hotel,53402.108912068405,61058.57398711873,13.253354856011473
120,2017,Indoor Arena,116243.96145833333,8407.0375,21.93947916666667
121,2017,K-12 School,29468.007440643672,47693.62248725272,7.977562704241043
122,2017,Laboratory,211508.93555701937,186017.94168367801,64.57902284430256
123,2017,Library,46118.23353568118,40161.396536916895,10.660304139635464
124,2017,Lifestyle Center,44768.564074158545,26462.67635463165,9.682806034342315
125,2017,Medical Office,77775.34304249138,48258.98143554953,16.9434353024356
126,2017,Mixed Use Property,51638.32321121152,48165.90740980661,12.06816524395713
127,2017,Movie Theater,106426.05279758346,50088.722013770566,22.338326369922402
128,2017,Multifamily Housing,22771.922001181167,57446.13446294042,7.26055747496318
129,2017,Museum,55260.1177863932,62093.05548190308,13.5137214419001
130,2017,Office,49893.15767761863,33399.38522370483,11.047486867834861
131,2017,Other,45959.88230604699,35230.263877643614,10.368963503243549
132,2017,Other - Education,75392.62656510502,77927.67253655693,18.079107251195474
133,2017,Other - Entertainment/Public Assembly,34414.57482125889,38924.576119418285,8.430440983816204
134,2017,Other - Lodging/Residential,23614.331262692696,58651.3050735992,7.484396268164501
135,2017,Other - Mall,95783.35063365492,12110.47986263711,18.3529230197784
136,2017,Other - Public Services,61162.88867628896,73353.65076241676,15.205352047000565
137,2017,Other - Recreation,34701.78671484109,81747.45683168013,10.758146030686685
138,2017,Other - Services,24831.47132169576,86048.21280133001,9.162094763092268
139,2017,Other - Specialty Hospital,80573.62776924057,109961.69622114368,20.738345843753773
140,2017,Outpatient Rehabilitation/Physical Therapy,81206.16733668483,84687.06147755012,19.512849409095843
141,2017,Performing Arts,92588.71418077103,68313.52237024877,21.780291773852518
142,2017,Pre-school/Daycare,50819.47978832361,18911.86957823193,10.401031349811488
143,2017,Prison/Incarceration,33479.604727444006,81150.16554508104,10.500340906289914
144,2017,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",6405.3125,12168.125,1.83
145,2017,Residence Hall/Dormitory,34227.32027349918,41267.23017338474,9.394546278673692
146,2017,Residential Care Facility,46765.029139758764,87095.12396730146,13.17056785426537
147,2017,Retail Store,59917.85346860655,30976.581793720587,12.506493538251394
148,2017,Senior Care Community,39046.47623931148,79908.15839280785,11.367559774030854
149,2017,Social/Meeting Hall,51659.51438153525,67913.48210235272,13.957658522486525
150,2017,Strip Mall,63086.5580591157,37353.05092380092,13.587139656465018
151,2017,Supermarket/Grocery Store,152238.1267502195,111396.74460621447,34.064876508954555
152,2017,Wholesale Club/Supercenter,90517.63032851522,68164.93989710767,20.35690169026548
153,2017,Worship Facility,19574.482936912424,69868.66257966682,7.3303081586117615
154,2018,Adult Education,45736.38659405394,58803.49288193177,10.732073062988599
155,2018,Automobile Dealership,74379.19257823497,47997.962223535156,14.923655994667445
156,2018,Bank Branch,52639.93107596736,62983.23967428634,12.102912340292
157,2018,College/University,48112.164930549625,247380.82278233446,22.017925605006553
158,2018,Convention Center,62026.78172868409,47491.07598395861,12.841516903717801
159,2018,Courthouse,40728.33108963614,42019.658127970935,8.816665959452859
160,2018,Enclosed Mall,77195.26362027276,54102.20261186718,15.716148219078823
161,2018,Financial Office,63832.94654291703,13660.282334411264,11.34822487042993
162,2018,Fitness Center/Health Club/Gym,72952.78806785216,78549.94003403703,16.736129815916296
163,2018,Hospital (General Medical & Surgical),87832.07856875428,293291.46369884326,30.357144756579196
164,2018,Hotel,54949.90759871261,65350.26693870743,12.781496457025211
165,2018,Ice/Curling Rink,104197.9613439448,11034.55835652958,17.920570823695456
166,2018,Indoor Arena,11817.724999999999,9732.14625,2.4829166666666667
167,2018,K-12 School,29478.893082685976,53724.35123820958,7.757267146330328
168,2018,Laboratory,145242.4107661527,146038.0733860162,36.65318030786791
169,2018,Library,52451.79738106272,47951.837490886624,11.273185047883842
170,2018,Lifestyle Center,45984.29018278975,8364.184940210485,8.094392492913231
171,2018,Medical Office,79268.10412174885,51303.837911858005,15.91230263406747
172,2018,Mixed Use Property,63908.14725913771,57939.09003526155,13.708565759115592
173,2018,Movie Theater,105692.03709293673,50687.847925375165,20.275701213385528
174,2018,Multifamily Housing,23495.981241694542,63141.085532322075,7.269452315292939
175,2018,Museum,56741.40168560197,65340.06913844168,12.908814230789314
176,2018,Office,49720.41389683659,36964.462939602294,10.287655436808082
177,2018,Other,39634.24039967369,55290.58576934964,9.530431677381204
178,2018,Other - Education,98103.49613769581,19968.064691803887,17.38180202645571
179,2018,Other - Entertainment/Public Assembly,35861.86318399817,38684.222596719126,8.02062552962044
180,2018,Other - Lodging/Residential,21014.56184911116,631145.2997732237,37.02202032093228
181,2018,Other - Mall,85027.87947084285,29263.645546083084,15.700147131979113
182,2018,Other - Public Services,47737.536284000664,83625.86297786387,12.383151582049745
183,2018,Other - Recreation,34946.01157467098,89334.6745366787,10.558866705129127
184,2018,Other - Services,26874.81795511222,133497.92019950127,11.561097256857856
185,2018,Other - Specialty Hospital,79141.714119203,100899.56690865985,18.525622540013863
186,2018,Outpatient Rehabilitation/Physical Therapy,89482.63555169014,88641.21724474744,19.595486734216383
187,2018,Performing Arts,72893.22425397924,56877.446275195405,15.824774363700458
188,2018,Pre-school/Daycare,53401.60812530214,21365.64146560749,10.018801009573366
189,2018,Prison/Incarceration,36316.75961815233,87218.41639495626,10.67427310609818
190,2018,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",6148.240000000001,12944.79375,1.7100000000000002
191,2018,Residence Hall/Dormitory,34754.42044099981,22648.192998753704,7.820735971717653
192,2018,Residential Care Facility,43174.18630151652,98915.7048701038,12.436494054805339
193,2018,Retail Store,60182.34294218178,32272.648826227254,11.726346942908403
194,2018,Senior Care Community,41931.167920740554,87573.6722777891,11.627325208199018
195,2018,Social/Meeting Hall,55388.67538461538,25824.616923076923,10.586153846153845
196,2018,Strip Mall,56107.65946718439,37303.27272275014,11.315860580931657
197,2018,Supermarket/Grocery Store,140515.92492811315,123684.69912387864,29.9463608334996
198,2018,Wholesale Club/Supercenter,83801.13780365678,62865.10883541127,17.280439379221868
199,2018,Worship Facility,25493.40891157186,129413.8433808515,11.11499127609733
200,2019,Adult Education,56070.32001848081,88193.99914007695,14.012486988006337
201,2019,Automobile Dealership,69655.53204833479,35358.79147457551,13.466639429551503
202,2019,Bank Branch,38390.403099619994,22106.21414201624,7.560912003576484
203,2019,College/University,45313.413146174644,430832.4398203036,34.74672034083909
204,2019,Convention Center,59756.12123435684,51171.02333685547,12.659219521892828
205,2019,Courthouse,45816.04972552705,38485.964500074755,9.381741675032574
206,2019,Data Center,633565.2897997402,7735.989900622572,106.26250578261815
207,2019,Enclosed Mall,73028.58421135845,64087.11334033196,15.393320877423832
208,2019,Financial Office,40442.112413793104,33273.77448275862,8.49551724137931
209,2019,Fitness Center/Health Club/Gym,78397.37439835285,38751.30156541826,15.577717677377215
210,2019,Hospital (General Medical & Surgical),79547.0982369738,147157.58128888955,20.999678868795318
211,2019,Hotel,55686.690144881926,242304.77512848543,22.248964027751015
212,2019,Indoor Arena,106931.12041666666,15801.646041666667,18.628854166666667
213,2019,K-12 School,27761.52259771906,38098.5194915569,6.610737581127902
214,2019,Laboratory,122612.95592565232,156168.27151614198,34.43692359863935
215,2019,Library,51666.31857739123,31540.360386290486,11.772745675318976
216,2019,Lifestyle Center,42405.67022905738,13054.412531360984,7.748199797986381
217,2019,Medical Office,71111.40322347438,69702.22731045532,15.532469729261264
218,2019,Mixed Use Property,53089.639914080886,58775.97786433158,11.954162636216223
219,2019,Movie Theater,86504.9594275163,100270.59861064196,19.716786894564507
220,2019,Multifamily Housing,23783.41908576375,56954.53748625745,6.989925909830632
221,2019,Museum,156926.9882702653,77338.13812702385,30.21253164911063
222,2019,Office,49683.21664161789,46415.73199133668,10.757577830993956
223,2019,Other,31798.756652545195,55958.083957332325,8.238032135871299
224,2019,Other - Education,104466.60217550195,78526.30522951689,21.55008097224014
225,2019,Other - Entertainment/Public Assembly,44319.34531154801,56464.915220017116,10.372528171754057
226,2019,Other - Lodging/Residential,36048.96270089762,65695.4439223353,9.494226751946332
227,2019,Other - Mall,101244.59874318063,31693.675683217483,18.526549964233183
228,2019,Other - Public Services,82363.29377078924,155387.52393911904,21.955952020965626
229,2019,Other - Recreation,46360.87078564588,53086.477559162835,10.5328621585883
230,2019,Other - Specialty Hospital,78142.5792215586,144649.4948116193,20.683269883480108
231,2019,Outpatient Rehabilitation/Physical Therapy,48293.919430142654,77145.34499621695,12.131613427079296
232,2019,Performing Arts,85115.55974805116,80678.86426726673,19.338857657202315
233,2019,Pre-school/Daycare,50020.12257907951,22571.90029814055,9.520625655627754
234,2019,Prison/Incarceration,35231.9563180862,85932.07389141637,10.429343633297337
235,2019,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",5465.09,14450.713750000003,1.67625
236,2019,Residence Hall/Dormitory,31124.641712700362,51151.83806623428,8.813202134217342
237,2019,Residential Care Facility,36853.09920916673,93091.15961407311,11.075849688840538
238,2019,Retail Store,55233.49519117781,40050.923926738215,11.316153503269883
239,2019,Senior Care Community,44670.78219135059,101557.37977270177,12.808642003118495
240,2019,Strip Mall,60928.48480218923,46377.4132926035,12.446293884062904
241,2019,Supermarket/Grocery Store,141055.71903890866,128112.95671005164,30.27146922514201
242,2019,Urgent Care/Clinic/Other Outpatient,28080.82734187767,46633.45142579278,7.148067104303429
243,2019,Worship Facility,29561.844532793937,52891.961929605066,7.72722646817396
244,2020,Adult Education,58440.18984027306,65630.84750264011,12.606493739156672
245,2020,Automobile Dealership,45535.37071504047,27288.58648242493,8.556143230184517
246,2020,College/University,38014.49924905258,140671.1413865527,14.857678167324973
247,2020,Convention Center,40555.81606416989,37502.80080771563,8.321474196765006
248,2020,Courthouse,34304.403250329844,36606.984679791116,7.2981500949973075
249,2020,Data Center,359525.3867351691,3523.598631928974,56.29796183520855
250,2020,Enclosed Mall,46594.78482498715,29112.768863793302,8.818230316861293
251,2020,Financial Office,43780.99202465138,8772.254047774635,7.30005257671176
252,2020,Fitness Center/Health Club/Gym,61810.1165614966,62676.89428509371,13.22948173699442
253,2020,Hospital (General Medical & Surgical),65716.67647564373,114984.18603064658,16.49022485253459
254,2020,Hotel,41997.8437771107,48478.35754624091,9.31645315281173
255,2020,Ice/Curling Rink,65763.27369059112,7496.201984599152,10.661607884516085
256,2020,K-12 School,23198.123518764212,50325.272230440394,6.308383412976587
257,2020,Laboratory,103944.57966879057,66894.61332867054,26.281558724855632
258,2020,Library,44385.80904981246,17149.576221998956,9.705970224180668
259,2020,Lifestyle Center,39361.51233260565,6876.550128702225,6.508422664624809
260,2020,Medical Office,53046.94711587192,78633.75247140408,12.455501735644807
261,2020,Mixed Use Property,41303.82847341528,43359.80697356878,8.749256308752534
262,2020,Movie Theater,65693.97463013245,55169.72084102085,13.183020456487721
263,2020,Multifamily Housing,21047.143693878737,53012.981665518055,6.110017544450208
264,2020,Museum,42837.529496668576,56277.64234171923,9.674847848090886
265,2020,Office,37918.3202337561,29795.251352056963,7.630814417111725
266,2020,Other,25608.540454256803,45269.60191097046,6.4012089157098035
267,2020,Other - Education,94152.06085099674,93996.00799690443,19.68700288060536
268,2020,Other - Entertainment/Public Assembly,38893.09514427091,39621.81119870765,9.063511276436357
269,2020,Other - Lodging/Residential,6419.212040725985,44267.37678913974,3.3532536520584335
270,2020,Other - Mall,66066.53889305441,13516.261851530566,11.028938913551864
271,2020,Other - Public Services,44511.84988924638,77962.85935382274,11.08819374680042
272,2020,Other - Recreation,24104.476596452107,75011.49735761849,7.746457763530918
273,2020,Other - Services,29151.582709891936,89291.7689110557,9.291770573566085
274,2020,Other - Specialty Hospital,74509.28077568149,132666.46516056688,18.67508154804395
275,2020,Outpatient Rehabilitation/Physical Therapy,53282.35853448259,50375.744727772006,10.991473782876454
276,2020,Performing Arts,28048.508914524216,32893.86062398317,6.372869101147822
277,2020,Pre-school/Daycare,45924.34405018147,16808.269244241947,8.060409727995186
278,2020,Prison/Incarceration,34334.20510751274,79011.31186094107,9.558956846146655
279,2020,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",4941.31125,9781.94375,1.2912499999999998
280,2020,Residence Hall/Dormitory,25107.54861156868,38335.31739383058,6.7483907163068855
281,2020,Residential Care Facility,33803.3029023233,67995.72952236343,8.88728758675022
282,2020,Retail Store,46712.02384117273,26379.302933681232,8.69142734507487
283,2020,Senior Care Community,36144.63202755629,74344.08177874879,9.589998641952901
284,2020,Senior Living Community,35697.766834341004,75113.24940100353,9.56093995726158
285,2020,Social/Meeting Hall,47066.83411764706,81124.35529411765,11.654117647058824
286,2020,Strip Mall,28392.33293503113,23595.293336160703,5.6843886432092265
287,2020,Supermarket/Grocery Store,126281.40075251434,105595.85222090082,25.317395682369373
288,2020,Urgent Care/Clinic/Other Outpatient,15404.095873137998,22217.831420572336,3.584022568442649
289,2020,Wholesale Club/Supercenter,71134.24565629769,44074.487989282105,13.442794134076156
290,2020,Worship Facility,16534.733110259513,122438.65818414377,9.083572139753397
291,2021,Adult Education,59189.327274081625,68607.99550784491,12.097887719695256
292,2021,Automobile Dealership,36400.10288486768,47460.57455554112,7.719800702162027
293,2021,College/University,38898.230885269055,51971.81135993844,17.70165596069937
294,2021,Commerce de détail,48589.83762671468,27701.1040123473,8.411072671625885
295,2021,Convention Center,42258.224401800515,47907.05873619867,9.571953316268104
296,2021,Courthouse,40932.767546591764,35325.12355186376,7.618304056370483
297,2021,Data Center,560087.2991509446,1133.6763074673675,80.05540916247166
298,2021,Enclosed Mall,53992.926003670844,19204.641043385047,8.73168278307679
299,2021,Financial Office,97690.93332302327,359.48773120895515,13.971938431385272
300,2021,Fitness Center/Health Club/Gym,69369.56342421629,53152.05221218427,13.900947476988387
301,2021,Hospital (General Medical & Surgical),70097.78047489774,104349.94856384532,15.728948105213796
302,2021,Hotel,46532.30765259829,50645.014946649906,9.470116619632293
303,2021,Ice/Curling Rink,85983.84763037963,82468.3687672586,16.660867027366812
304,2021,K-12 School,26496.630205567944,50845.24969852622,6.505956232622323
305,2021,Laboratory,110345.72518333427,73745.8799045259,29.02255702412178
306,2021,Library,50682.618427288224,19321.289148841097,12.17730583416282
307,2021,Lifestyle Center,60370.86605193705,18748.042585774332,9.618454921638264
308,2021,Medical Office,58770.22423239807,27140.66721060538,10.239529165203901
309,2021,Mixed Use Property,43822.85234686847,31345.847227428967,7.9000682034892655
310,2021,Movie Theater,87688.68948903191,43915.462362721475,14.857439470557727
311,2021,Multifamily Housing,21217.434154661605,45531.80701551364,5.4587133397102985
312,2021,Museum,31710.537780082017,20897.784791497023,7.2102044755819374
313,2021,Office,42113.84302339737,21596.7592325006,7.386115567414306
314,2021,Other,44990.49580279889,44019.370867754034,8.763943510337024
315,2021,Other - Education,52465.8239129208,67484.6485201405,11.078002724303854
316,2021,Other - Entertainment/Public Assembly,43762.33646180889,35999.06689784128,8.898714779997434
317,2021,Other - Lodging/Residential,28260.482905982903,33054.614672364674,5.792022792022792
318,2021,Other - Mall,54151.55180742223,8867.973173478003,8.205305503964773
319,2021,Other - Public Services,48639.94121321801,52546.51828466492,9.738458897125192
320,2021,Other - Recreation,29311.934935340705,29157.56649104759,5.734869808857077
321,2021,Other - Services,30588.93433083957,80548.6251039069,8.646716541978387
322,2021,Other - Specialty Hospital,69856.01294321493,96573.92978470292,15.10686484815218
323,2021,Outpatient Rehabilitation/Physical Therapy,59101.41545968347,59817.5071419468,11.234268956478491
324,2021,Performing Arts,32235.88886202197,25233.106988282634,6.734048267099688
325,2021,Pre-school/Daycare,49300.67769976571,20749.978862747965,8.14373949528268
326,2021,Prison/Incarceration,35166.40669461008,59797.467699691115,8.202888352697967
327,2021,Residence Hall/Dormitory,27347.59794596108,38456.63336723837,7.0872781162315395
328,2021,Residential Care Facility,33325.5370369824,65505.09800540941,8.238949010752384
329,2021,Retail Store,43445.09196403715,29814.760322970145,7.892251056720966
330,2021,Senior Living Community,35328.31731372315,68881.83357674701,8.704440930863868
331,2021,Social/Meeting Hall,38620.60264663235,41046.235882352936,10.338098498881076
332,2021,Strip Mall,29539.283014193963,22847.75227902768,5.432544725657593
333,2021,Supermarket/Grocery Store,126687.18570052224,88010.42408962485,22.7690182381928
334,2021,Urgent Care/Clinic/Other Outpatient,16342.685559188734,24759.203693017887,3.6492060438973306
335,2021,Wholesale Club/Supercenter,75774.39847656182,43877.344918143266,13.153126021388866
336,2021,Worship Facility,23809.55729560184,162035.8209016094,12.007101277358617
337,2022,Adult Education,59847.551821113375,73050.37476012672,11.762633702949385
338,2022,College/University,43942.03755703855,53216.52711031825,9.276205316879256
339,2022,Convention Center,47159.68429722891,60605.78881100658,10.094562678902498
340,2022,Courthouse,39488.19979921824,54222.95426874853,8.080932140034603
341,2022,Data Center,575208.027517968,1258.4914776566154,75.82971065352561
342,2022,Distribution Center,45536.82083333333,32687.333333333336,7.733333333333333
343,2022,Enclosed Mall,42997.5140855114,51696.98168029692,8.409244304179698
344,2022,Financial Office,50228.09251100904,22154.83803252519,7.79248730870437
345,2022,Fitness Center/Health Club/Gym,68498.50427751773,70438.60878443996,14.112593119760737
346,2022,Hospital (General Medical & Surgical),72964.36952269856,124127.5825406881,16.249145126528457
347,2022,Hotel,49822.21474337391,56252.0947739041,9.770309753458402
348,2022,Ice/Curling Rink,88306.38371910289,97061.1796466336,16.78658824057652
349,2022,K-12 School,28036.979537273055,54891.00147728373,6.640244632893863
350,2022,Laboratory,104014.9302483546,69682.26476854578,26.316311037926344
351,2022,Library,53016.83298973286,12113.739142597886,12.120777942120307
352,2022,Lifestyle Center,56490.05785999511,19729.87124113764,8.488305761551626
353,2022,Medical Office,63438.723421750896,23717.31086174619,9.73827971339565
354,2022,Mixed Use Property,40274.49894516762,37298.03731826145,7.297536138310295
355,2022,Movie Theater,85087.51139422337,68032.93884024699,14.821107443256395
356,2022,Multifamily Housing,21302.4090643481,50272.530858797996,5.487446475902467
357,2022,Museum,44810.391316652844,59106.24012204923,9.041492808302534
358,2022,Office,42760.785101842564,23540.996641239042,7.139905727305823
359,2022,Other,46921.630102132855,48876.8562110184,8.861864523884426
360,2022,Other - Education,14399.2265625,39175.0859375,3.978125
361,2022,Other - Entertainment/Public Assembly,45809.44882752488,35485.784104293016,8.76053527496044
362,2022,Other - Lodging/Residential,18666.849482594527,47692.68527243009,5.011324684857222
363,2022,Other - Mall,48893.80877036307,13511.886690329491,7.157746106633714
364,2022,Other - Public Services,44047.130897525254,53454.08542660702,8.64068835798157
365,2022,Other - Recreation,33410.29198700262,39724.850093448156,6.5097429605499375
366,2022,Other - Services,28537.310058187864,80420.62011637574,8.02992518703242
367,2022,Other - Specialty Hospital,62202.96479315645,92817.78601379173,13.122982443459192
