,year,community,property_type,area,built_year,electricity,gas,ghg,latitude,longitude,treated,ghg_efficiency,elec_efficiency,gas_efficiency,lat_bin,lon_bin,type of efficiency
21305,2022,NEAR NORTH SIDE,Laboratory,303490.0,1925.0,23616397.3,67409460.0,6691.1,41.896680409679945,-87.62012822189753,0,22.04718442123299,77816.06412072886,222114.2706514218,41.89,-87.63,Greenhouse Gas
23191,2022,NEAR NORTH SIDE,Laboratory,303863.0,1990.0,32002032.2,46661308.9,6693.5,41.89591026645041,-87.62021923293494,0,22.028019206023767,105317.30483803555,153560.35088181187,41.89,-87.63,Greenhouse Gas
24392,2022,CHICAGO LAWN,Hospital (General Medical & Surgical),442222.0,1963.0,31065775.4,120876421.7,9723.1,41.76992924229612,-87.69084133894114,0,21.98692059644251,70249.27615541515,273338.7793913464,41.76,-87.7,Greenhouse Gas
21818,2022,LOOP,Hotel,132872.0,2009.0,14435362.8,18899122.4,2905.2,41.88577819486805,-87.62779373655565,0,21.86465169486423,108641.1192726835,142235.55301342646,41.88,-87.63,Greenhouse Gas
22035,2022,NEAR NORTH SIDE,Multifamily Housing,159103.0,2010.0,23312789.6,7578369.3,3473.1,41.89105524147196,-87.62789762934904,0,21.829255262314348,146526.39862227615,47631.84415127307,41.89,-87.63,Greenhouse Gas
24007,2022,SOUTH DEERING,Supermarket/Grocery Store,72651.0,1999.0,8985942.2,7507099.8,1582.3,41.722263198133774,-87.58291763461929,0,21.779466215193185,123686.42138442691,103330.99062641944,41.72,-87.59,Greenhouse Gas
21502,2022,DOUGLAS,Office,144195.0,1943.0,9479245.7,0.0,3133.4,41.831596425369504,-87.62793057725152,0,21.73029578002011,65739.07347688894,0.0,41.83,-87.63,Greenhouse Gas
23394,2022,ROGERS PARK,Supermarket/Grocery Store,70262.0,2013.0,10201542.3,3001299.8,1503.1,42.01928855008811,-87.67505850938775,1,21.392786997238904,145192.8823546156,42715.83217101705,42.01,-87.68,Greenhouse Gas
20916,2022,NEAR SOUTH SIDE,Other,452756.0,1929.0,56655688.0,32251318.8,9640.3,41.867484227164155,-87.61915038338188,0,21.292484252003284,125135.14564136091,71233.33274434795,41.86,-87.62,Greenhouse Gas
24051,2022,GARFIELD RIDGE,Supermarket/Grocery Store,50111.0,2002.0,7016668.6,2438500.1,1053.7,41.79435485319725,-87.77052715211342,0,21.027319351040692,140022.52200115743,48661.972421224884,41.79,-87.78,Greenhouse Gas
22983,2022,HYDE PARK,Laboratory,58781.0,1949.0,4772083.6,330652.0,1230.9,41.793054844395805,-87.60148768356743,0,20.94043993807523,81184.11731682005,5625.150984161549,41.79,-87.61,Greenhouse Gas
22669,2022,OHARE,Supermarket/Grocery Store,52748.0,1965.0,5893991.2,5543199.9,1070.7,41.96601140133553,-87.83683116913842,0,20.298399939334193,111738.66686888602,105088.34268597861,41.96,-87.84,Greenhouse Gas
20989,2022,LINCOLN PARK,Mixed Use Property,80877.0,1972.0,8972948.0,8307700.0,1623.1,41.9288792870752,-87.64136753582706,0,20.06874636794144,110945.60876392547,102720.18002645993,41.92,-87.65,Greenhouse Gas
23637,2022,HYDE PARK,Social/Meeting Hall,69250.0,1904.0,4248890.6,1480720.0,1388.6,41.79312107017413,-87.59965529923338,0,20.051985559566788,61355.82093862816,21382.238267148015,41.79,-87.6,Greenhouse Gas
24349,2022,WEST TOWN,Hospital (General Medical & Surgical),312898.0,1917.0,35405560.5,28868293.5,6196.7,41.900524957170965,-87.69943295362468,0,19.804217348784587,113153.68107178698,92261.03554512974,41.9,-87.7,Greenhouse Gas
22395,2022,LAKEVIEW,Supermarket/Grocery Store,74182.0,1982.0,9955587.9,2476400.0,1442.8,41.93547203273165,-87.66865454314257,0,19.44946213367124,134204.90011053893,33382.76131676148,41.93,-87.67,Greenhouse Gas
24245,2022,BELMONT CRAGIN,Supermarket/Grocery Store,64285.0,2004.0,8486787.0,2247499.9,1237.2,41.92629695632618,-87.7856948239922,1,19.245547172746363,132018.15353503928,34961.498016644626,41.92,-87.79,Greenhouse Gas
22830,2022,DUNNING,Supermarket/Grocery Store,57498.0,1989.0,7325959.2,2512400.3,1098.4,41.953010233234615,-87.78770716259851,0,19.103273157327216,127412.41782322864,43695.43810219486,41.95,-87.79,Greenhouse Gas
21173,2022,PORTAGE PARK,Supermarket/Grocery Store,70790.0,1997.0,9205524.6,2544800.0,1347.7,41.95355443840363,-87.74505531119503,0,19.037999717474218,130039.90111597681,35948.5803079531,41.95,-87.75,Greenhouse Gas
24420,2022,NEAR NORTH SIDE,Hospital (General Medical & Surgical),2200000.0,1999.0,195066372.2,302771983.5,41774.7,41.89490330235543,-87.62074372623964,0,18.9885,88666.5328181818,137623.62886363635,41.89,-87.63,Greenhouse Gas
23695,2022,LOOP,Museum,1008416.0,1892.0,80968968.1,158224778.6,19068.8,41.880527821930805,-87.62420946585881,0,18.9096563323073,80293.22035747151,156904.27224478783,41.88,-87.63,Greenhouse Gas
21654,2022,NORWOOD PARK,Supermarket/Grocery Store,77255.0,1978.0,8262505.8,6931699.9,1456.5,41.97454294770947,-87.81134688421793,0,18.853148663516926,106951.08148339913,89724.93560287361,41.97,-87.82,Greenhouse Gas
24068,2022,HYDE PARK,Fitness Center/Health Club/Gym,168984.0,2003.0,10782877.8,0.0,3185.5,41.794087759777064,-87.60151031694893,0,18.850897126355157,63810.05183922738,0.0,41.79,-87.61,Greenhouse Gas
22005,2022,LINCOLN PARK,Supermarket/Grocery Store,142374.0,2001.0,14440635.5,14692810.1,2682.4,41.93102100579779,-87.6768640181342,0,18.840518634020256,101427.47622459158,103198.68866506525,41.93,-87.68,Greenhouse Gas
22579,2022,WEST ELSDON,Supermarket/Grocery Store,71923.0,1973.0,8736330.6,3720200.0,1348.3,41.796197591415535,-87.72339188344549,0,18.746437161964877,121467.82809393379,51724.76120295316,41.79,-87.73,Greenhouse Gas
24416,2022,NEAR NORTH SIDE,Hospital (General Medical & Surgical),1287909.0,2012.0,112617825.7,169648999.6,24012.2,41.89665988131876,-87.62175523527284,0,18.64432968478363,87442.37807174266,131724.36841422803,41.89,-87.63,Greenhouse Gas
23866,2022,HYDE PARK,Library,64028.0,2009.0,2398786.1,0.0,1188.5,41.791521429859806,-87.59950056588147,0,18.562191541200725,37464.64203161117,0.0,41.79,-87.6,Greenhouse Gas
21600,2022,NEAR WEST SIDE,Mixed Use Property,118639.9,2017.0,10711787.7,14868894.5,2200.7,41.88689312762789,-87.64873884466984,0,18.549408757087622,90288.23945401168,125327.9419487036,41.88,-87.65,Greenhouse Gas
20944,2022,NEAR NORTH SIDE,Hotel,440281.0,1990.0,58729940.8,6049269.9,8056.9,41.89482685257429,-87.62439615715573,0,18.299449669642794,133391.94923242202,13739.566095289145,41.89,-87.63,Greenhouse Gas
21917,2022,LINCOLN PARK,Fitness Center/Health Club/Gym,131000.0,1984.0,13757586.0,10609353.0,2375.6,41.925357358100776,-87.66138854381815,0,18.13435114503817,105019.74045801527,80987.42748091603,41.92,-87.67,Greenhouse Gas
21931,2022,ROGERS PARK,Retail Store,78136.0,1980.0,10334166.6,860711.4,1406.9,42.01732936763725,-87.67532015707273,1,18.0057847855022,132258.71045356814,11015.554929865875,42.01,-87.68,Greenhouse Gas
24271,2022,NEAR NORTH SIDE,Hospital (General Medical & Surgical),945000.0,2007.0,82576383.6,113337994.1,16896.4,41.89589815739559,-87.62077291309295,0,17.879788359788364,87382.41650793649,119934.38529100528,41.89,-87.63,Greenhouse Gas
24276,2022,NEAR WEST SIDE,Supermarket/Grocery Store,63407.0,2002.0,7606477.7,2334600.0,1125.9,41.86625417614275,-87.66652414013105,0,17.756714558329524,119962.7438610879,36819.27862854259,41.86,-87.67,Greenhouse Gas
23576,2022,LOWER WEST SIDE,Supermarket/Grocery Store,65058.0,1970.0,5912500.1,5942591.7,1142.9,41.85198383957328,-87.68578570420526,0,17.567401395677706,90880.44667834855,91342.98164714561,41.85,-87.69,Greenhouse Gas
22693,2022,UPTOWN,Hospital (General Medical & Surgical),205000.0,1981.0,17305559.8,24178752.6,3563.6,41.95464082537165,-87.65156901235385,0,17.38341463414634,84417.36487804879,117945.13463414634,41.95,-87.66,Greenhouse Gas
22877,2022,WEST LAWN,Movie Theater,72545.0,1990.0,7215512.5,5802250.1,1258.6,41.75466012439374,-87.74138475860521,0,17.349231511475637,99462.57495347716,79981.39223929973,41.75,-87.75,Greenhouse Gas
23593,2022,EDGEWATER,Other - Specialty Hospital,80684.0,2000.0,6207591.5,10853909.5,1394.1,41.99326388349249,-87.65563353046953,0,17.278518665410736,76937.08170145258,134523.69119032274,41.99,-87.66,Greenhouse Gas
24178,2022,NEAR WEST SIDE,Other - Public Services,79368.0,1982.0,6338707.9,9958243.7,1363.8,41.873881137971864,-87.67977883451826,0,17.183247656486238,79864.78051607702,125469.25335147665,41.87,-87.68,Greenhouse Gas
22697,2022,HYDE PARK,Laboratory,59841.0,1894.0,2725657.1,3680.0,1018.1,41.789559430561425,-87.59981881504075,0,17.013418893400846,45548.3213850036,61.496298524423054,41.78,-87.6,Greenhouse Gas
22462,2022,HEGEWISCH,Supermarket/Grocery Store,94000.0,1980.0,9130845.9,7451419.5,1598.4,41.681059232801594,-87.5391135587608,0,17.004255319148935,97136.6585106383,79270.42021276595,41.68,-87.54,Greenhouse Gas
24179,2022,NEAR WEST SIDE,Ice/Curling Rink,178172.0,2017.0,15733725.0,17293584.5,2990.9,41.87743204716797,-87.6717679389119,0,16.78658824057652,88306.38371910289,97061.1796466336,41.87,-87.68,Greenhouse Gas
21579,2022,NEAR NORTH SIDE,College/University,236060.0,1939.0,19472904.0,25273359.9,3907.2,41.89539636215062,-87.61625092405826,0,16.551724137931036,82491.33271202237,107063.28857070235,41.89,-87.62,Greenhouse Gas
23385,2022,DOUGLAS,Multifamily Housing,107500.0,1952.0,956776.3,31021704.4,1773.7,41.83357878351564,-87.61182971386275,0,16.49953488372093,8900.244651162791,288573.99441860465,41.83,-87.62,Greenhouse Gas
21222,2022,NORTH PARK,Supermarket/Grocery Store,65227.0,1992.0,7237155.9,2278599.7,1074.3,41.97562411244582,-87.7298445615703,0,16.47017339445322,110953.37666917076,34933.381881736095,41.97,-87.73,Greenhouse Gas
23190,2022,HYDE PARK,Multifamily Housing,59667.0,1924.0,543429.0,17092133.1,979.4,41.79758437459829,-87.58234238229767,0,16.414433438919335,9107.697722359093,286458.7309568103,41.79,-87.59,Greenhouse Gas
24405,2022,LINCOLN PARK,Laboratory,150729.0,1993.0,11491674.6,17459237.1,2441.0,41.92635215010055,-87.64893977338483,0,16.19462744395571,76240.63451625103,115831.97062277333,41.92,-87.65,Greenhouse Gas
23487,2022,NEAR NORTH SIDE,Office,215871.0,1962.0,22009581.9,11108378.7,3489.0,41.893918609003855,-87.62408583298541,0,16.162430340342148,101957.10354795224,51458.41127339938,41.89,-87.63,Greenhouse Gas
24202,2022,NEAR NORTH SIDE,College/University,370800.0,1974.0,19218097.0,64873330.8,5977.0,41.89571882183127,-87.61873143015464,0,16.11920172599784,51828.7405609493,174955.04530744336,41.89,-87.62,Greenhouse Gas
22415,2022,NEAR WEST SIDE,Supermarket/Grocery Store,156788.0,2012.0,13946560.4,12616250.3,2507.1,41.862402424927375,-87.66641896815713,0,15.990381916983441,88951.70803888052,80466.93815853255,41.86,-87.67,Greenhouse Gas
23843,2022,DOUGLAS,Multifamily Housing,107500.0,1952.0,1060557.3,29712079.4,1717.8,41.83227960133699,-87.61119049522397,0,15.97953488372093,9865.649302325583,276391.43627906975,41.83,-87.62,Greenhouse Gas
21019,2022,NEAR NORTH SIDE,Hotel,410081.0,2000.0,42031178.0,18827700.0,6536.1,41.89583963820686,-87.62498814131581,0,15.938558479910068,102494.81931618387,45912.14906323385,41.89,-87.63,Greenhouse Gas
24400,2022,NEAR WEST SIDE,Fitness Center/Health Club/Gym,71235.0,1974.0,4408797.2,10439750.0,1135.2,41.87815537704807,-87.63949995628163,0,15.935986523478627,61890.885098617255,146553.66041973748,41.87,-87.64,Greenhouse Gas
23788,2022,NEAR WEST SIDE,Hospital (General Medical & Surgical),5863656.0,1982.0,450327013.7,360612170.5,92454.1,41.87503334144109,-87.66875300130346,0,15.767313089308104,76799.69863511775,61499.54405579045,41.87,-87.67,Greenhouse Gas
23804,2022,LINCOLN SQUARE,Supermarket/Grocery Store,231118.0,2014.0,17575536.8,24332790.3,3607.4,41.96892623664971,-87.67458649212242,0,15.60847705501086,76045.72902153879,105282.97363251673,41.96,-87.68,Greenhouse Gas
23254,2022,NEAR WEST SIDE,Adult Education,180000.0,1975.0,14350198.9,17276628.6,2807.8,41.87785859741725,-87.65957541900607,0,15.59888888888889,79723.32722222223,95981.27,41.87,-87.66,Greenhouse Gas
21010,2022,NEAR NORTH SIDE,Fitness Center/Health Club/Gym,384409.0,1980.0,32008405.0,33170497.9,5977.8,41.89068430238799,-87.63939528336996,0,15.550624465087967,83266.5338220489,86289.5975380389,41.89,-87.64,Greenhouse Gas
21360,2022,DOUGLAS,Multifamily Housing,107500.0,1952.0,1056123.5,28841684.1,1671.0,41.83169674070372,-87.61097014758523,0,15.544186046511628,9824.404651162791,268294.7358139535,41.83,-87.62,Greenhouse Gas
21243,2022,LINCOLN PARK,Movie Theater,49428.0,1988.0,3368971.5,6091213.1,767.3,41.92150237099721,-87.66458014668036,0,15.523589868090959,68159.17091527069,123234.059642308,41.92,-87.67,Greenhouse Gas
23528,2022,WEST TOWN,Hospital (General Medical & Surgical),981153.0,1976.0,70160661.6,111657822.3,15171.8,41.90297191226172,-87.68348493134597,0,15.463235601379193,71508.38003858725,113802.66105286332,41.9,-87.69,Greenhouse Gas
23848,2022,NEAR WEST SIDE,Office,59000.0,1990.0,5154773.8,4322997.2,908.6,41.87222534940712,-87.67937360699585,0,15.4,87369.04745762712,73271.13898305084,41.87,-87.68,Greenhouse Gas
21595,2022,ASHBURN,Senior Living Community,85771.0,1963.0,5012841.9,12404541.8,1319.1,41.748245609196715,-87.68265725032997,0,15.379324013944107,58444.48473260194,144623.96147882153,41.74,-87.69,Greenhouse Gas
23682,2022,DOUGLAS,Multifamily Housing,107500.0,1952.0,1005601.9,28563221.4,1649.6,41.83163058930072,-87.61320952586755,0,15.345116279069765,9354.436279069769,265704.38511627907,41.83,-87.62,Greenhouse Gas
23927,2022,LOGAN SQUARE,Fitness Center/Health Club/Gym,208000.0,2017.0,17954296.8,15527968.4,3189.6,41.92512495185275,-87.67875125080457,0,15.334615384615384,86318.73461538462,74653.69423076924,41.92,-87.68,Greenhouse Gas
22198,2022,AUSTIN,Movie Theater,57976.0,2007.0,5504088.7,3078980.0,888.5,41.91515826039369,-87.7644691324168,1,15.32530702359597,94937.36546157031,53107.83772595557,41.91,-87.77,Greenhouse Gas
22236,2022,HYDE PARK,College/University,119878.0,1967.0,7565147.4,15804169.8,1835.9,41.79547058004325,-87.59956837366767,0,15.31473664892641,63107.05383806871,131835.44770516694,41.79,-87.6,Greenhouse Gas
23609,2022,LINCOLN PARK,College/University,63668.0,2000.0,5901232.6,3372431.7,956.4,41.92427071901086,-87.65342252203477,0,15.021674938744738,92687.57617641515,52969.02211472011,41.92,-87.66,Greenhouse Gas
23230,2022,NEAR NORTH SIDE,College/University,61179.0,1955.0,3806301.6,7849356.0,918.3,41.895918068004114,-87.61988297158531,0,15.010052468984455,62215.81915363115,128301.47599666551,41.89,-87.62,Greenhouse Gas
23064,2022,WASHINGTON HEIGHTS,Supermarket/Grocery Store,66467.0,1991.0,7105391.0,1092609.9,993.9,41.72294121820967,-87.66286287127305,0,14.95328508884108,106901.03359561888,16438.38145245009,41.72,-87.67,Greenhouse Gas
21276,2022,NEAR NORTH SIDE,Fitness Center/Health Club/Gym,62000.0,1922.0,3426238.3,8917827.7,925.0,41.90741981476311,-87.62994548254531,0,14.919354838709678,55261.90806451613,143835.93064516128,41.9,-87.63,Greenhouse Gas
22293,2022,NORWOOD PARK,Senior Living Community,93135.0,1994.0,6032358.7,11124520.0,1385.4,41.98746908144806,-87.79016081906789,0,14.875181188597198,64770.05100123476,119445.10656573791,41.98,-87.8,Greenhouse Gas
23133,2022,NEAR WEST SIDE,Other,60000.0,2014.0,4575405.4,5324905.7,885.5,41.88085208048551,-87.67158540351078,0,14.758333333333333,76256.75666666667,88748.42833333333,41.88,-87.68,Greenhouse Gas
21423,2022,NEAR NORTH SIDE,Performing Arts,54600.0,1996.0,4946256.3,2829257.1,801.8,41.88830122742548,-87.62940669235189,0,14.684981684981684,90590.77472527472,51817.895604395606,41.88,-87.63,Greenhouse Gas
21486,2022,UPTOWN,Senior Living Community,97280.0,1972.0,5301859.9,13736830.3,1428.0,41.96924936435865,-87.65110161256266,0,14.679276315789474,54501.026932565794,141209.19305098685,41.96,-87.66,Greenhouse Gas
21715,2022,OHARE,Office,246911.0,1981.0,27466889.6,16742.1,3618.7,41.98119839122929,-87.83723872496944,0,14.655888154031208,111242.06535958301,67.80621357493186,41.98,-87.84,Greenhouse Gas
23318,2022,SOUTH SHORE,Supermarket/Grocery Store,113303.0,1990.0,12060759.7,1354320.1,1660.5,41.765990001140594,-87.57378733665412,1,14.655393061083997,106446.95815644776,11953.08244265377,41.76,-87.58,Greenhouse Gas
21421,2022,NEAR SOUTH SIDE,Medical Office,55184.0,2016.0,6123765.8,0.0,806.6,41.84647104605164,-87.6171696495055,0,14.616555523340098,110969.95143519861,0.0,41.84,-87.62,Greenhouse Gas
24112,2022,NEAR NORTH SIDE,K-12 School,90742.0,1971.0,9103315.1,2323000.0,1322.4,41.907046879000895,-87.6460552127325,0,14.573185514976528,100320.85583302108,25600.0528972251,41.9,-87.65,Greenhouse Gas
22086,2022,NEAR WEST SIDE,Multifamily Housing,80799.0,1900.0,4712815.4,10469713.8,1176.8,41.88667378898447,-87.64872650758521,0,14.564536689810517,58327.645144123075,129577.26952066239,41.88,-87.65,Greenhouse Gas
23730,2022,WOODLAWN,College/University,65745.0,1938.0,2614813.5,0.0,951.3,41.78595997269531,-87.59408658791791,1,14.469541409993155,39772.051106548024,0.0,41.78,-87.6,Greenhouse Gas
21850,2022,LINCOLN PARK,College/University,127900.0,2008.0,8973304.1,12500368.4,1845.9,41.92361840975859,-87.65645723548145,0,14.432369038311181,70158.74980453479,97735.48397185301,41.92,-87.66,Greenhouse Gas
23545,2022,LINCOLN PARK,College/University,52477.0,1923.0,3637425.4,5202861.6,755.4,41.92424452496675,-87.6549307881832,0,14.394877755969281,69314.6597557025,99145.56091239971,41.92,-87.66,Greenhouse Gas
23716,2022,NORTH CENTER,Office,213533.0,1960.0,20642519.8,6575542.6,3068.2,41.94935856028017,-87.69093471637348,0,14.368739258100621,96671.33323654892,30794.03464569879,41.94,-87.7,Greenhouse Gas
21944,2022,LOOP,Hotel,85000.0,1895.0,6803338.2,2512613.0,1209.7,41.883108627266935,-87.62794877080378,0,14.231764705882354,80039.27294117647,29560.15294117647,41.88,-87.63,Greenhouse Gas
21067,2022,LOOP,Hotel,243373.0,2009.0,15170851.2,26330119.1,3396.7,41.879503650161986,-87.63296974156731,0,13.956765951851684,62335.80224593525,108188.33272384366,41.87,-87.64,Greenhouse Gas
24403,2022,BRIGHTON PARK,Supermarket/Grocery Store,104000.0,1990.0,8663466.8,5724138.7,1445.1,41.80804727165029,-87.70411882229871,0,13.895192307692307,83302.56538461539,55039.79519230769,41.8,-87.71,Greenhouse Gas
21121,2022,NEAR NORTH SIDE,Office,102450.0,1906.0,8729768.8,5151899.8,1423.5,41.89004509255256,-87.62681033007378,0,13.89458272327965,85210.04197169351,50286.967301122495,41.89,-87.63,Greenhouse Gas
